idx,question,category,true_answer,model_answer,accuracy,confidence
96851,"'""The Sword in the Stone"" is the first book in T.H. White's series about this ""once and future king""'",FICTIONAL NOBILITY,King Arthur,Who is King Arthur?,1,1.0
30862,"'She wanted ""to give her poor dog a bone"", but her cupboard was bare'",MOTHER GOOSE,Old Mother Hubbard,Who is Old Mother Hubbard?,1,1.0
203747,"'Having less fat, Neufchatel is a healthier substitute for this bagel spread'",BREAKFAST FOODS,Cream cheese,What is cream cheese?,1,1.0
137570,"'Arlington County, Virginia: 3.7 mil. sq. ft. usable floor space here!  Can hold approx. 25,000 ppl!  5 sides of fun!'",THE REAL ESTATE SECTION,the Pentagon,What is the Pentagon?,1,1.0
193750,"'This Aussie actress had a daughter on July 7, 2008--a Monday--but named her Sunday Rose'",CELEBRITY MOMS,Nicole Kidman,Who is Nicole Kidman?,1,1.0
186856,"'This heroine details her own consumption of 5,277 cigarettes, her gain of 74 pounds & her loss of 72 pounds'",BUT THEY'RE GUARANTEED TO RAISE A SMILE,Bridget Jones,Who is Bridget Jones?,1,1.0
2801,'This racket sport takes its name from the country home of the 19th century Duke of Beaufort',SPORTS NAME ORIGINS,Badminton,"What is the sport of ""badminton""?",1,0.95
155947,"'For adults, the U.S. Judo Federation has this rank directly below a black belt'",COLOR MY WORLD,brown,What is a brown belt?,1,0.8
59033,"'Mia Farrow, Dianne Wiest & Barbara Hershey were the title siblings in this 1986 Woody Allen film'",MOVIE RELATIVES,Hannah and Her Sisters,"What is ""Hannah and Her Sisters""?",1,1.0
157343,'Congress granted his Green Mountain Boys the same pay as continental soldiers',THE AMERICAN REVOLUTION,Ethan Allen,Who was Ethan Allen?,1,0.95
186425,'A really big birdcage',FROM A TO Y,aviary,What's an aviary?,1,0.9
70133,"'The Spanish word for ""water"" is found within this sleek feline's name'","""J"" MART",the jaguar,What is Jaguar?,1,1.0
51147,"'In ""Casablanca"", it's whom Claude Rains intends to ""round up"" after the Nazi major is shot'",THIS & THAT,the usual suspects,Who are the usual suspects?,1,1.0
209062,"'The retro look of the town of Celebration, built near Orlando by this company, is an example of neo-urbanism'",ARCHITECTURE,Walt Disney Company,What is the Walt Disney Company?,1,0.95
88930,"'On ""Cheers"" Norm once said it's this type of ""world and I'm wearing Milk-Bone underwear""'",CANINE WORDS & PHRASES,a dog-eat-dog,What is a dog-eat-dog world?,1,1.0
122403,'Many say that Tu Fu was this country's greatest poet',LITERATURE,China,What is China?,1,1.0
156355,"'If you're 38 years old, you're said to be on this ""side"" of 40'",5-LETTER WORDS,Sunny,"What is ""over""?",0,0.9
67487,'A cockatoo named Fred was this TV cop's companion',ANIMALS IN SHOWBIZ,Baretta,Who is Baretta?,1,0.9
99109,'1970s bodybuilding documentary & Avengers member whose secret identity is Tony Stark',SUPERHERO BEFORE & AFTER,Pumping Iron Man,Who is Pumping Iron Man?,1,0.9
199191,"'Dangerous creations, as mentioned in a January 29, 2002 presidential speech:<br />WMD'",ABBREVIATED,weapons of mass destruction,What is weapons of mass destruction?,1,1.0
115727,"'In 1191, Berengaria married this king of England in Limassol, Cyprus'",WORLD HISTORY,Richard the Lionheart,"Who is King Richard I, also known as Richard the Lionheart?",1,0.9
201304,"'He turned the experience of being booed at Madison Square Garden into the hit ""Garden Party""'",IT'S NOT THE END OF THE WORLD,Ricky Nelson,Who is Rick Nelson?,1,1.0
23392,'The portrait of Washington on the state seal is from a portrait by this artist',WASHINGTON STATE,(Gilbert) Stuart,Who is Gilbert Stuart?,1,0.85
133163,"'The green flag of this kingdom has a white sword & the shahadah, the Muslim statement of faith, in white script'",FLAGS OF THE WORLD,Saudi Arabia,What is the flag of Saudi Arabia?,1,0.9
186587,'In 1979 equipment & human failures led to a partial meltdown of the No. 2 reactor at this U.S. site',MELTING POTPOURRI,Three Mile Island,What is Three Mile Island?,1,0.95
48346,'(Cheryl of the Clue Crew outside the U.N. building)  It's the U.N. goal & the reference from Isaiah expressed by the U.N. headquarters statue seen here',THE UNITED NATIONS,beating swords into plowshares,"What is ""To beat swords into plowshares and spears into pruning hooks""?",0,0.9
65689,'States in present-day New England',A NUMBER FROM 1 TO 10,6,"What is four? (The states in present-day New England are Maine, Vermont, New Hampshire, Massachusetts, Connecticut, and Rhode Island.)",0,1.0
9838,"'Macduff tells us, ""Not in the legions of horrid hell can come a devil more damn'd in evils to top"" this man'",SHAKESPEARE,the Macbeth,Who is Macbeth?,1,1.0
49161,"'About half of full-term newborns are yellow because they're this (overpigmented, not world-weary)'",I AM CURIOUS: YELLOW,jaundiced,What is jaundice?,1,0.9
192674,'John Hyatt developed celluloid as a substitute for ivory in the balls used in this game',IVORY,pool (or billiards or snooker),What is billiards?,1,0.95
140628,"'Elah, the valley where he killed Goliath, was protected by the cities of Libnah & Azekah'",THE BIBLE,David,Who is David?,1,1.0
145458,'In 1704 Peter the Great introduced the first regular minting of this currency in silver',FOREIGN EXCHANGE,the ruble,What is the Russian Ruble?,1,0.95
105053,"'1 of the 2 ""Federalist"" authors whose lives were not ended by gunfire'",PATRIOTS,James Madison (or John Jay),Who is Alexander Hamilton?,0,0.9
168046,"'(Hi, I'm Jerry Orbach.) I introduced the song ""Try To Remember"" in this musical that opened in 1960 & is still running'",STAGE ACTORS,The Fantasticks,"Who is Jerry Orbach and what is the musical that he introduced ""Try To Remember"" in that opened in 1960 and is still running? 

The answer is: What is ""The Fantasticks""?",1,1.0
57617,'A small star group called the cup or crater seems to sit atop this water snake',STARS & CONSTELLATIONS,hydra,What is Hydra?,1,0.9
193064,"'Many low-growing herbs are common weeds called these, a term also used for a kind of tropical banana'",WEEDS,plantains,What is a plantain?,1,0.9
181707,"'It'll get your motor running, your car's motor, that is'","THE ""I""s HAVE IT",Ignition,What is an ignition?,1,0.95
15340,"'She wrote ""Sense and Sensibility"", ""Pride and Prejudice"" & ""Northhanger Abbey"" between 1795 & 1798'",AUTHORS,Jane Austen,Who is Jane Austen?,1,1.0
201634,"'This pair found radium wanted to be alone, so they isolated it'",1898,Pierre & Marie Curie,Who are Marie and Pierre Curie?,1,0.9
28457,"'Literally ""war name"", this French term refers to a pseudonym adopted in times of conflict'",I SPEAK MANY TONGUES,nom de guerre,"What is ""nom de guerre""?",1,1.0
34514,'Lou Gossett Jr. tries to hold the Mayo in battle with Richard Gere in this 1982 film',FILM FISTICUFFS,An Officer and a Gentleman,"What is ""An Officer and a Gentleman""?",1,0.999
172255,"'Usher topped the 2004 Hot 100 chart for an amazing 12 weeks with ""Yeah!"" featuring Lil Jon & this rapper'",TOP OF THE CHARTS,Ludacris,Who is Ludacris?,1,0.9
141953,'In 1803 the Earl of Selkirk established a colony of highlanders in what's now this country',SCOTTISH HISTORY,Canada (Prince Edward Island),What is Canada?,1,0.9
13664,"'(<a href=""http://www.j-archive.com/media/2006-04-26_DJ_10.jpg"" target=""_blank"">Kelly of the Clue Crew shows a diagram of the brain on a monitor.</a>)  Descartes called <a href=""http://www.j-archive.com/media/2006-04-26_DJ_10a.jpg"" target=""_blank"">this</a> gland ""the seat of the rational soul"", & it's named for its pinecone-shaped appearance'",SCIENCE CLASS,the pineal gland,What is the pineal gland?,1,1.0
73657,'Until 1985 this was the only female Smurf',CARTOON FEMALES,Smurfette,Who is Smurfette?,1,1.0
82027,"'As Mickey, Burgess had some advice for this 1976 title guy: ""Women weaken legs!""'",THE HOUSE OF BURGESS MEREDITH,Rocky,Who is Rocky Balboa?,1,0.9
92315,'The 1995 film of this play includes the following:',SHAKESPEARE,Othello,"What is ""Othello""?",1,0.5
190749,'The most prized turquoise is this bird-related shade',ROCKS & MINERALS,Robin\'s Egg Blue,"What is ""Robin's Egg Blue""?",1,0.95
10334,'This German developed the Saturn V rocket used on most of the Apollo missions',SPACE FLIGHT,Wernher Von Braun,Who is Wernher von Braun?,1,0.95
132865,'In 1940 this 164-year-old U.S. document was repaired with Scotch tape',GENERAL KNOWLEDGE,the Declaration of Independence,What is the Declaration of Independence?,1,0.8
194510,"'Chance the gardener, he stopped ""Being There"" in London in 1980'",THE YUCKS STOP HERE,Peter Sellers,"What is the name of the actor who portrayed Chance the gardener in the London production of ""Being There"" in 1980?",1,0.95
214742,'He played for the Kansas City Monarchs before he joined the Brooklyn Dodgers in 1947',"SAY ""JACK""",Jackie Robinson,Who is Jackie Robinson?,1,1.0
195779,"'""3 plus 1 on a stage / A clue is revealed / A light will shine / & a question given"" is a ""Nostradamian"" this verse'","""Q""-BERT",a quatrain,What is a quatrain?,1,0.9
201702,"'""Saucy"" word for more reward or benefit than was expected'","""G""",gravy,"What is a ""gravy"" bonus?",1,0.95
188918,'Rubeola is the medical name for this disease',"NAH, IT'S JUST ""ME""",the measles,What is measles?,1,1.0
20849,'It's the term for an animal that feeds mainly on grass & other plants',"GO TO ""H""",Herbivore,What is a herbivore?,1,0.95
37450,'The chancellor of this nation is a longtime member of the Social Democratic Party',A NATIONAL ENQUIRER,Germany,What is Germany?,1,0.9
46937,"'Dentists dislike these ""ursine"" candies born in Bonn, Germany because they're high in sugar & stick to your teeth'",YOU'RE SO SWEET,Gummi Bears,What are gummy bears?,1,0.95
24075,"'In July 1998, 80 years after their execution, several members of this royal family were reinterred in St. Petersburg'",GRAVE MATTERS,Romanovs,What is the Romanov family?,1,1.0
36402,'Dactylonomy is the advanced art of counting using these',WEIRD WORDS,fingers,What are fingers?,1,0.95
44721,"'www.pemberley.com is a website for fans of this author, because Pemberley was the name of Mr. Darcy's estate'",UNREAL ESTATE,Jane Austen,Who is Jane Austen?,1,1.0
43900,"'If you're described as ""long in the tooth"", someone's calling you this'",YOU CAN'T HANDLE THE TOOTH,old,What is old?,1,0.95
155764,"'Also known as plant lice, these garden pests secrete a ""honeydew"" that ants eat'",GARDENING,Aphids,What are aphids?,1,0.9
145013,"'The drink product ""Silk is"" this 3-letter vegetarian staple, at least in a slogan'","DON'T HAVE A COW, MAN",soy,What is soy?,1,1.0
38277,"'(Jimmy of the Clue Crew in Louisville, Kentucky)  What's now the Oak Room of the Seelbach (Hilton) Hotel was once a gentlemen's billiards hall, seen in this classic 1961 film'",FILMS OF THE '60s,The Hustler,"What is ""The Hustler""?",1,0.8
103418,'This hyphenated term refers to the arrangement of remaining hairs to cover a bald spot & the method of doing so',NEW WORDS & PHRASES,comb-over,What is a comb-over?,1,0.9
16637,"'Elizabeth Taylor is a Pisces & so was this man--the explorer, not her husband of the same name'",FIVE EASY PISCES,Richard Burton,Who is Christopher Columbus?,0,0.8
95521,'It's the Beatles' only U.S. No. 1 hit single whose title is the name of an actual place',BEATLES TUNES,"\""Penny Lane\""","What is ""Penny Lane""?",1,1.0
173440,'Degrees of latitude are further broken down into these divisions',MATHEMATICS,Minutes & seconds,What are minutes and seconds?,1,0.9
114449,'Auric is the first name of this 1959 Ian Fleming villain; he later got a snazzy movie theme song',BOOK CROOK,Goldfinger,Who is Goldfinger?,1,1.0
76941,"'This nursery rhyme guy knew how to party; he called for his pipe, his bowl & 3 fiddlers for some tunes'",BOWLS,Old King Cole,Who is Little Boy Blue?,0,1.0
172196,"'When Gauguin arrived on this island in 1891, he was shocked at how modern it was'",OCEANIA,Tahiti,What is Tahiti?,1,0.9
142313,"'This Southern California city of 90,000 is found in Orange County'","""MISSION"" POSSIBLE",Mission Viejo,What is Mission Viejo?,1,0.95
174594,'Residence to help individuals readjust to society after release from jail or an institution',"""HALF"" BAKED",a halfway house,What is a halfway house?,1,1.0
12498,'Direction that also means to swallow liquid hastily',BETTER ASK FOR DIRECTIONS,down,"What is ""gulp""?",0,0.9
80943,"'Nicknamed the ""Mother of Presidents"", it's the birthplace of 7 presidents, including Taft & McKinley'",U.S. STATES,Ohio,What is Ohio?,1,1.0
201849,'These greens with the same botanical name as kale are often boiled with a chunk of pork',SOUL FOOD,collard greens,What are collard greens?,1,0.9
100590,'Isabella Rossellini is the daughter of a famous Italian director & this Oscar-winning actress',ALL MY CHILDREN,Ingrid Bergman,Who is Ingrid Bergman?,1,1.0
49682,'A 1936 fire in this city destroyed the prefabricated Crystal Palace',OF THE CRYSTAL,London,What is London?,1,0.9
204039,'This steel drivin' man used 2 20-pound hammers in his contest with a steam drill',AMERICAN FOLKLORE,John Henry,Who is John Henry?,1,1.0
216797,"'The 8 elements of ashtanga yoga include pranayama, control of this vital process'",YOGA,breathing,What is breathing?,1,0.9
191740,'He kissed Jesus in the Garden of Gethsemane',KISSES,Judas Iscariot,Who is Judas Iscariot?,1,1.0
185039,"'Fought,<br />overrought,<br />besought'",THET IZN'T SPELED RITE,overwrought,"What is ""Words that are misspelled""?",0,0.95
8551,"'Tennis serve that touches net before dropping into proper court, it's replayed'",SPORTS,a let ball,What is a let?,1,1.0
93534,"'Novel in which an old seaman sings, ""Fifteen men on the dead man's chest --- Yo--Ho--Ho, and a bottle of rum""'",LITERATURE,"""Treasure Island""","What is ""Treasure Island"" by Robert Louis Stevenson?",1,1.0
11638,"'A true Pittsburgh Steeler, he was born in Dunfermline, Scotland in 1835'",NATURAL BORN KILTERS,Andrew Carnegie,Who is Andrew Carnegie?,1,0.8
53840,"'1989:<br />This religious leader issues a fatwa against Salman Rushdie, encouraging Muslims to kill him'",ON VALENTINE'S DAY,Ayatollah Khomeini,Who is Ayatollah Khomeini?,1,1.0
134325,'Dude! This totally means favoring extreme political reforms...whoa! It's also a math term? Righteous!',"G""RAD"" SCHOOL",a radical,What is radical?,1,0.85
115534,"'Mercader is going after Trotsky on Aug. 20, 1940!  I need the site!  In Coyoacan, in this country?  I'll be there in 20!'",HISTORY A LA JACK BAUER,Mexico,What is Mexico?,1,0.9
136317,"'This prison takes its name from the New York town of Ossining, where it's located'","GO TO JAIL, GO DIRECTLY TO JAIL",Sing Sing,What is Sing Sing prison?,1,0.9
208727,"'A little girl in a Sandburg poem hopes, ""Sometime they'll give"" this & ""nobody will come""'",AND I QUOTE,a war,"What is ""a party""?",0,0.99
106218,"'In novels it means to pale, as with fear; in cooking, to place food in boiling, then in cold water'",COOKING,blanche,What is blanching?,0,1.0
9025,"'Hilo, I love you, you're the seat of this county that's also a ""Big Island""'",COUNTY SEATS,Hawaii,What is Hawaii?,1,0.95
104121,"'Neon,<br />carbon,<br />potassium'",ELEMENTARY SPELLING,neck,"What are the spellings of 'neon', 'carbon', and 'potassium'?",0,1.0
18419,"'Together they wrote ""The Pirates of Penzance"" in 1879'",A PIRATE'S LIFE FOR ME,Gilbert & Sullivan,Who are W.S. Gilbert and Arthur Sullivan?,1,1.0
88831,"'""Psycho""'",HORROR MOVIE VILLAINS,Norman Bates,Who is Norman Bates?,1,1.0
92041,'The Gulf of Aden separates Somalia and this country on the Arabian Peninsula',BODIES OF WATER,Yemen,What is Yemen?,1,1.0
162614,'Fungi lack this green coloring matter that plants use to make food',RETURN OF THE FUNGI,chlorophyll,What is chlorophyll?,1,1.0
44691,"'Presenting an honorary award to Robert Redford, she reminisced about the way they were'",THE 74th ACADEMY AWARDS,Barbra Streisand,Who is Barbra Streisand?,1,0.95
1819,"'He recorded his 1982 hit album, ""Nebraska"", as a series of demos on a 4-track machine at home'",ROCK MUSIC,Bruce Springsteen,Who is Bruce Springsteen?,1,0.9
51249,"'This Proctor & Gamble icon dresses in white, wears an earring & hates dirt'",BALD AMBITION,Mr. Clean,Who is Mr. Clean?,1,0.95
112703,"'In the '90s the Spiegel Catalog warehouse moved to Groveport, Ohio 43125 from this city 60609'",FUN WITH ZIP CODES,Chicago,What is Chicago?,1,0.9
72602,'The Valley of the Kings lies on the western bank of the Nile opposite this ancient capital',ANCIENT EGYPT,Thebes,What is Thebes?,1,0.9
119548,"'Flywire & Lunalite are innovations from the ""labs"" of this company named for a goddess of victory'",DEUS EX MACHINA,Nike,What is Nike?,1,0.9
76814,"'11th century England had 2 kings with this name, one a Dane & one a Saxon'",ENGLISH HISTORY,Harold,Who were Canute and Edward?,0,0.9
119479,"'In 323 B.C. this ""great"" man, who had conquered much of the known world, died at age 33 of a nasty fever'",NOTABLE NAMES,Alexander the Great,Who is Alexander the Great?,1,0.95
51607,"'By the end of his reign in 1786, Frederick the Great doubled this kingdom's area'",HISTORY,Prussia,What is Prussia?,1,0.9
153801,"'1965 had 3 songs with exclamation points: ""Stop!  In the Name of Love"", ""Turn!  Turn! Turn!"" & this Beatles hit'",'60s NO. 1 HITS,"""Help!""","What is ""Help!"" by The Beatles?",1,0.8
156907,'His father Robert attempted to build a mechanical reaper but failed; he succeeded & became quite wealthy',INVENTIONS,(Cyrus) McCormick,Who is Cyrus McCormick?,1,0.9
192127,"'This letter turns the classic movie ""Gigi"" into a less than classic 2003 film'",ADD A LETTER,L (Gigli),"What is the letter 'R'? This would make the classic movie ""Gigi"" into the less than classic 2003 film ""Gigli"".",0,0.95
171681,"'Best is this form of good, also an adjective meaning ""excellent""'",ADJECTIVES,superlative,"What is ""What is 'great'""?",0,0.9
167004,'The longest of these in NFL history was a 98-yarder by Steve O'Neal for the New York Jets in 1969',GET YOUR KICKS,a punt,What is a punt?,1,1.0
149013,"'A detective looking back in regret on leads he should have followed up knows the cliche this ""is 20/20""'","A LONE PRIVATE ""I""",hindsight,What is hind/ hindsight?,1,1.0
215844,"'It's the unit of currency of the bill seen <a href=""http://www.j-archive.com/media/2006-09-28_DJ_14.jpg"" target=""_blank"">here</a>'",WE NEED THE MONEY,a ruble,What is the Euro?,0,0.95
182598,"'Willie Dixon had the blues, saying this hard rock group didn't credit him for ""Whole Lotta Love""; the sides settled in 1987'",BLUES CLUES,Led Zeppelin,What is Led Zeppelin?,1,1.0
185354,'Mr. Murdstone is the wicked stepfather of this Dickens lad',YET MORE BRIT LIT,David Copperfield,Who is David Copperfield?,1,0.95
121864,"'His mom said, ""If Karl, instead of writing a lot about"" Das This, ""made a lot of"" this, ""it would have been much better""'",MARXISMS,Kapital,"Who is Karl Marx's mother criticizing for not making a lot of money instead of writing about ""Das Capital""?",1,0.7
141212,"'Like baby foxes, the offspring of beavers are known by this term'",LEAVE IT TO BEAVER,kits,"What is ""kits""?",1,0.9
135677,"'""The Price Is Right""'s Gena Lee Nolin moved on to lifeguard duty on this syndicated series'",GAME SHOW WOMEN,Baywatch,"What is ""Baywatch""?",1,1.0
126591,'He's the great 16th century German artist seen here in a self-portrait',ART & ARTISTS,Albrecht Durer,Who is Albrecht Dürer?,1,0.95
85908,"'This word became forever linked with Warren Harding when he mispronounced the word ""normality"" in a 1920 speech'",PRESIDENTS,Normalcy,"What is ""normalcy""?",1,1.0
163831,"'James Lapine & this composer-lyricist shared a drama Pulitzer for ""Sunday in the Park with George"" in 1985'","STEVES, STEVIES & STEPHENS",Stephen Sondheim,Who is Stephen Sondheim?,1,0.9
10464,'Mapmakers:<br />William-Andrew',PARTNERS' LAST NAMES,Rand-McNally,What is the Mercator-Andrée last name?,0,0.95
216500,"'Not to tell tales, but Swift wrote some pieces for this journal created by Richard Steele in 1709'",JONATHAN SWIFT,The Tattler,What is The Tatler?,0,0.8
122919,"'Mad at his captain, this title Navy lieutenant dumps the captain's favorite potted plant overboard'",CHARACTERS IN PLAYS,Mister Roberts,"Who is Lieutenant Roberts from the play ""The Caine Mutiny Court-Martial""?",0,1.0
29120,"'Riddle me this:<br />Despite its name, you'd be hard pressed to find one of these ""hairless"" cats in Egypt'",HELLO KITTY,Sphinx,What is a Sphinx?,1,0.9
51729,"'From the Spanish for ""little fly"", this fly variety has hypodermic mouth parts to pierce skin'",ON THE FLY,Mosquito,What is a mosquito?,1,1.0
178025,'Pu'u Wekiu on Mauna Kea',TOP O' THE STATE,Hawaii,What is the highest point in the state of Hawaii?,0,1.0
65907,'Trig comes out of the geometry rules spelled out by this Greek around 300 B.C.',WHAT'S YOUR SINE?,Euclid,Who is Euclid?,1,0.6
169482,"'<a href=""http://www.j-archive.com/media/2009-10-26_J_24.jpg"" target=""_blank"">This</a> object with a holy name is supposed to find water'",WHAT,a divining rod,What is a divining rod?,1,0.95
151712,"'French Canadians ""pig out"" on tourtiere, a pie traditionally filled with this meat'","CANADIAN CUISINE, EH?",Pork,What is pork?,1,0.99
213818,"'A Belgian DJ created this studio group that had hits with ""Pump Up The Jam"" and ""Move This""'",'80s SONGS,Technotronic,What is Technotronic?,1,0.9
12035,'2 of the closest presidential races involved this man; in 1796 he lost to John Adams & in 1800 he beat Aaron Burr',WON,Jefferson,Who is Thomas Jefferson?,1,1.0
165932,"'Of New York City's 5 boroughs, the one that is New York County'",U.S. GEOGRAPHY,Manhattan,What is Manhattan?,1,1.0
113128,'The dolphin kick is used in competition in this sport',THE DOLPHINS,swimming,What is swimming?,1,0.9
96928,"'Better behave!  In Deuteronomy 28, this Israelite leader rains down shocking curses upon the disobedient'",CURSES!,Moses,Who is Moses?,1,0.95
4270,"'Tom played -- who else? -- himself on the ""Marge Gets a Job"" episode of this animated TV series in 1992'",TOM JONES,The Simpsons,What is The Simpsons?,1,1.0
81246,"'In early 1981 assassination attempts were made on these 2 men, a U.S. president & a religious leader'",ANCIENT HISTORY: THE 1980s,Ronald Reagan & Pope John Paul II,Who are Ronald Reagan and Pope John Paul II?,1,1.0
47225,"'On August 12, 1867 President Johnson named this Civil War general his new Secretary of War'",AUGUST,Ulysses S. Grant,Who is William T. Sherman?,0,0.2
158225,"'In 1935 Gillett's Seedlings was renamed this for the Ohio township where it was developed, not for an Italian city'",APPLE SAUCE,the Rome beauty,What is Mott's?,0,0.8
134239,"'<a href=""http://www.j-archive.com/media/2005-03-22_J_13.jpg"" target=""_blank"">This</a> 15th-century European staked his claim to fame by inspiring a classic horror movie character'",DO IT LIKE THE EUROPEANS,Vlad the Impaler,Who is Vlad the Impaler?,1,0.95
87488,'3-syllable word meaning to wait to act because of fear or indecision',"""SIT""!",hesitate,"What is ""situation""?",0,0.9
187689,"'""The Office""'",SITCOM CITIES,Scranton,"What is Scranton, Pennsylvania?",1,1.0
73105,"'As pope, Benedict XVI holds the title ""Successor of St. Peter, Prince of"" this historic 12'",POPE-EYE,the Apostles,"What is ""the Apostles""?",1,0.9
14228,"'Trees company for those who study dendrochronology using <a href=""http://www.j-archive.com/media/2008-12-22_DJ_02.jpg"" target=""_blank"">these</a> to determine the tree's age and history'",SCIENCE & NATURE,rings,What are tree rings?,1,1.0
117371,'It's the pigment that makes red blood cells red',10-LETTER WORDS,Hemoglobin,What is hemoglobin?,1,1.0
82369,'...among the Balkan states',ALPHABETICALLY FIRST,Albania,What is Albania?,1,1.0
43043,'The pangolin',"FISH, BIRD OR MAMMAL",a mammal,What is a mammal?,1,0.99
198232,"'On the River Trent, this industrial city existed by the 800s, with or without evil sheriffs'",THINK OF ENGLAND,Nottingham,What is Nottingham?,1,0.9
156243,'Zambia and Zimbabwe used to be Northern & Southern this',GEOGRAPHY,Rhodesia,What is Rhodesia?,1,0.9
56389,"'Magic Johnson,<br />Steve Nash,<br />Jason Kidd'",ASSUME THE POSITION,point guards,"What is ""Who are professional basketball players who have played the point guard position in the NBA?""",1,1.0
157200,'Marcus Gavius Apicius wrote one of these in the first century; that's why Apician means gourmet',ANCIENT ROME,Cookbook,What is a cookbook?,1,0.95
1923,"'""I had a little hobby-horse and it was dapple gray; its head was made of pea-straw, its tail was made of"" this'",NURSERY RHYMES,hay,"What is ""hay""?",1,0.9
107068,"'""Woman"" whose job is to clean an office building, not burn it; Carol Burnett used to dress up as one'",AROUND THE OFFICE BUILDING,charwoman,Who is a janitor or a maid?,0,0.95
110924,"'At Shizuka NY Day Spa, nightingdale droppings go into a trendy facial named for these lovely Japanese entertainers'",COSMETIC PROCEDURE,geishas,What is a Geisha Facial?,1,0.95
51102,'In 1948 Bristol-Myers added antacids to aspirin & created this product',PERSONAL PRODUCTS,Bufferin,What is Alka-Seltzer?,0,0.8
199331,'Have a family get-together in the Indian Ocean on this French island which was once known as Bourbon Island',WORLD GEOGRAPHY,Reunion,What is Réunion Island?,1,0.95
87115,'This political scandal divided France following the 1894 espionage conviction of a Jewish army officer',AN AFFAIR TO REMEMBER,the Dreyfus Affair,What is the Dreyfus Affair?,1,0.95
102026,'The first Jewish high priest',"THERE'S AN ""A""",Aaron,What is Aaron?,1,1.0
164349,'The National Postal Museum of the Smithsonian has exhibits on U.S. stamp history & this service that ran in 1860 & '61',MUSEUMS,Pony Express,What is the Pony Express?,1,0.9
187790,"'With about 12 million barrels each day, this country leads the world in oil imports, followed by China & Japan'",CHECK YOUR OIL,the United States,What is the United States of America?,1,0.9
169337,"'""The Brethren"",<br />""The Street Lawyer""'",SOMEBODY WROTE THAT,(John) Grisham,Who is John Grisham?,1,1.0
52882,"'In the book ""New Hampshire"" this poet wrote of a crow that ""shook down on me the dust of snow""'",CROW-TATIONS,Robert Frost,Who is Robert Frost?,1,1.0
215535,"'In 2002 this Edward Albee drama that's subtitled ""Who is Sylvia?"" won the Tony for Best Play'",ALBEE,The Goat,"What is ""The Goat""?",1,1.0
79555,"'The national dish of South Korea, it's pickled cabbage, radishes, other vegetables & spices'",PICKLES,kimchi,What is kimchi?,1,1.0
11331,"'Juliette Binoche starred in the 2000 Broadway revival of this British playwright's 1978 classic ""Betrayal""'",WORLD THEATRE,Harold Pinter,What is Harold Pinter?,1,1.0
75850,'The fossils of these common 3-lobed primitive arthropods are useful date markers',PALEONTOLOGY,trilobites,What are trilobites?,1,0.9
84783,"'On June 12, 1971 she married law student Edward Finch Cox in the Rose Garden at the White House'",PRESIDENTIAL DAUGHTERS,Tricia Nixon,Who is Tricia Nixon?,1,1.0
130739,"'""Who can take a sunrise, sprinkle it with dew, cover it in choc'late & a miracle or two?""'",LYRICS,"""The Candyman""","What is the opening line of the song ""The Candy Man""?",1,0.9
48681,'In 1979 this Bond film featured a stolen space shuttle -- 2 years before the launch of Columbia',BOND....JAMES BOND,"""Moonraker""",What is Moonraker?,1,0.95
15127,"'(<a href=""http://www.j-archive.com/media/2007-11-06_DJ_07.jpg"">Alex reports.</a>) <a href=""http://www.j-archive.com/media/2007-11-06_DJ_07a.jpg"" target=""_blank"">Hiram Bingham</a> came upon the ruins of Machu Picchu and then wrote about the marvels he had seen in the April 1913 edition of this magazine'",MACHU PICCHU,National Geographic,What is National Geographic?,1,0.9
168986,'Locklear's plumes',CELEBRITY RHYME TIME,Heather\'s feathers,Who is Heather Feather?,0,0.8
964,"'A governor, 1963:<br />""Segregation now!  Segregation tomorrow!  Segregation forever!""'",20th CENTURY QUOTES,George Wallace,Who is George Wallace?,1,1.0
100810,"'As Zeus is to Jupiter, she is to Juno'",MYTHELLANEOUS,Hera,Who is Hera?,1,0.9
118904,'1960s Defense Secretary Strange',MIDDLE NAMES,Robert McNamara,"What is ""Thomas""?",0,1.0
81977,"'Around this event in the fall of 2010, nytimes.com ran a ""word train"" to gauge readers' moods--no. 1 was ""disgusted""'",THE NEW YORK TIMES IN THE 21st CENTURY,the mid-term election,What is the U.S. midterm elections?,1,0.8
139052,"'You could be giving someone the ol' 1-2 with a left hook & an uppercut in this ""sweet science""'",1-2,boxing,What is boxing?,1,1.0
8948,"'George Harrison enjoyed this instrument seen <a href=""http://www.j-archive.com/media/2009-02-05_DJ_14.jpg"" target=""_blank"">here</a>'",THERE ARE SOME STRINGS ATTACHED,a sitar,What is a sitar?,1,0.9
124998,'The art or profession of applying makeup',-OLOGIES,cosmetology,What is cosmetology?,1,1.0
132585,"'Of the many times ""Unchained Melody"" has reached the Top 40 by various artists, 3 times were by this duo'",POP MUSIC,The Righteous Brothers,Who are the Righteous Brothers?,1,1.0
103696,'Canada's Prince Edward Island lies within this gulf',GULF TALK,the Gulf of St. Lawrence,What is the Gulf of St. Lawrence?,1,0.95
78674,'The Lincoln Home National Historic Site covers 4 blocks in this capital city',HISTORICAL MARKER AHEAD,"Springfield, Illinois",What is Springfield?,1,0.99
